,project_name,project_type,project_owner,base_price,target_price,target_rate,bid_days,bid_start_month,bid_start_weekday,bid_start_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding
1031,인창중앙공원 공영주차장 건립 공사(전기),공사,경기도 구리시,222277000,223488000,100.545,5,7,2,3Q,101.527,99.236,100.1472857142857,0.7739590243860278,7
1032,기초과학연구원 ESS구축 전기공사,공사,기초과학연구원,275407000,275327000,99.971,9,7,4,3Q,99.621,99.621,99.621,,1
1033,율면고 화장실 보수 전기공사,공사,경기도교육청 경기도이천교육지원청,82148000,81386000,99.072,5,7,1,3Q,0.0,0.0,0.0,0.0,0
1034,아산도서관 수선 전기공사,공사,충청남도교육청 충청남도아산교육지원청,61185000,60768000,99.318,4,7,3,3Q,101.354,100.198,100.58466666666665,0.6662652124592248,3
1035,영양지구 교직원 연립사택 환경개선 전기공사 견적제출 공고,공사,경상북도교육청 경상북도영양교육지원청,41382000,41141000,99.418,5,7,1,3Q,99.962,99.39,99.61666666666667,0.3039034934536518,3
1036,입암지구 교직원 연립사택 환경개선 전기공사 견적제출 공고,공사,경상북도교육청 경상북도영양교육지원청,67738000,68675000,101.383,5,7,1,3Q,99.962,99.39,99.61666666666667,0.3039034934536518,3
1037,석보지구 교직원 연립사택 환경개선 전기공사 견적제출 공고,공사,경상북도교육청 경상북도영양교육지원청,47014000,47809000,101.691,5,7,1,3Q,99.962,99.39,99.61666666666667,0.3039034934536518,3
1039,안강제일초등학교 식당 리모델링 전기공사 견적제출 공고,공사,경상북도교육청 경상북도경주교육지원청,27990000,28191000,100.718,5,7,1,3Q,101.008,98.181,99.799,0.8520008802812351,9
1040,도시재생뉴딜사업 남산선비마을 어린이돌봄센터 신축공사(전기),공사,경상북도 영주시,71170000,71216000,100.065,5,7,2,3Q,101.257,98.006,99.37455555555556,0.9822795059339166,9
1041,율하중 환경개선 전기공사,공사,경상남도교육청 경상남도김해교육지원청,124366000,123764000,99.516,9,7,5,3Q,100.706,98.464,99.99342857142857,0.8216619047481086,7
1044,순천고 교사동 개축공사 전기분야 설계용역,용역,전라남도교육청,57310000,56916000,99.313,4,7,3,3Q,100.965,98.69,99.78895238095237,0.5674251030920706,21
1045,국도30호선 달성 다사 죽곡지구 등 6개소 사고잦은곳 전기공사,공사,국토교통부 부산지방국토관리청 대구국토관리사무소,125200000,124711000,99.609,9,7,4,3Q,100.797,99.377,99.96877777777779,0.45465337834931346,9
1047,경기미래교육 양평캠퍼스 전기실 가스계소화설비 설치공사,공사,재단법인 경기도평생교육진흥원,106992000,107260000,100.25,4,7,3,3Q,100.324,100.324,100.324,,1
1048,새솔학교 LED조명기구 설치 전기공사,공사,경기도교육청 경기도김포교육지원청,177045000,175809000,99.302,4,7,3,3Q,100.199,98.961,99.638,0.6062231437350463,5
1049,아야진항 어촌테마마을조성사업 전기공사,공사,한국농어촌공사 강원지역본부 영북지사,841230100,842690000,100.174,7,7,0,3Q,0.0,0.0,0.0,0.0,0
1050,농업기술센터 친환경농업관 증축 전기공사(입찰대행),공사,충청남도 홍성군,200031000,196461000,98.215,9,7,4,3Q,100.166,99.423,99.86859999999999,0.3082828246918715,5
1051,토월초등학교 외 1교(명서초) 화장실보수 및 기타 전기공사,공사,경상남도교육청 경상남도창원교육지원청,114290000,113845000,99.611,7,7,0,3Q,101.536,98.487,99.9488,0.8234721482523686,20
1053,대암초등학교 화장실보수 전기공사,공사,경상남도교육청 경상남도창원교육지원청,89133000,88468000,99.254,7,7,0,3Q,101.536,98.487,99.9488,0.8234721482523686,20
1055,부림시장 노후 전기시설 교체공사,공사,경상남도 창원시,42130000,42377000,100.586,4,7,2,3Q,101.135,99.179,99.82875,0.6993008242931972,8
1056,서영대학교 파주캠퍼스 유아교육과 실습실 여건개선 전기공사,공사,서영대학교 산학협력단,14740000,14645000,99.355,6,7,1,3Q,98.959,98.959,98.959,,1
1057,공주정명학교 텍스교체 및 기타 전기공사(긴급),공사,충청남도교육청 충청남도공주교육지원청,269555000,267840000,99.364,4,7,3,3Q,100.806,99.96,100.35666666666667,0.3456134642438972,6
1058,"광주매곡초 방화구획(방화문, 방화셔터)개선 소방(전기)공사",공사,경기도교육청 경기도광주하남교육지원청,38523000,38693000,100.441,6,7,1,3Q,101.022,98.825,99.8039090909091,0.6589616763584151,11
1059,상미초 LED 조명 교체 전기공사,공사,경기도교육청 경기도부천교육지원청,139980000,139436000,99.611,5,7,1,3Q,100.69,99.146,99.7964,0.7115917368828854,5
1061,진안중앙초 외 1교 행정실이전수선 및 기타 전기공사,공사,전라북도교육청 전라북도진안교육지원청,28816000,28738000,99.729,4,7,3,3Q,100.987,98.857,99.8172,0.8010806451288154,5
1063,신암마을 다목적회관 건립(전기),공사,울산광역시 울주군,107581000,107260000,99.702,6,7,1,3Q,100.831,98.258,99.97710000000001,0.7852294003099434,10
1064,새금초 체육관 증축 전기공사,공사,경기도교육청 경기도파주교육지원청,138479000,140392000,101.381,6,7,1,3Q,100.431,98.771,99.55314285714287,0.6992578038109243,7
1065,황금중학교 정구부 생활실 증축 전기공사 입찰공고,공사,대구광역시교육청 대구광역시동부교육지원청,89353000,89330000,99.974,4,7,3,3Q,101.17,98.715,100.03368750000001,0.7237936831952416,16
1066,성남미금초 다목적체육관 증축 전기공사,공사,경기도교육청 경기도성남교육지원청,262944000,263181000,100.09,5,7,2,3Q,101.644,98.716,100.18591666666667,0.8236747436539108,12
1067,경혜여자고등학교 화장실개량 전기공사,공사,부산광역시교육청 경혜여자고등학교,58870000,58984000,100.194,5,7,1,3Q,0.0,0.0,0.0,0.0,0
1068,함월초 교육환경개선 전기공사,공사,울산광역시교육청 울산광역시강북교육지원청,36894000,36695000,99.461,5,7,2,3Q,100.885,98.105,99.81575000000001,0.8755240761365368,20
1069,공주대학교 예산캠퍼스 장애인 편의시설 설치 전기공사,공사,공주대학교,37238000,37431000,100.518,5,7,1,3Q,100.422,99.414,99.94733333333333,0.5065543735210774,3
1070,목포항선원복지회관 건축공사(전기),공사,해양수산부 목포지방해양수산청,148170000,148313000,100.097,5,7,2,3Q,100.289,99.605,99.947,0.48366103833159674,2
1071,인천간재울초등학교 장애인 편의시설 설치 전기공사,공사,인천광역시교육청 인천광역시서부교육지원청,6496000,6467000,99.554,5,7,2,3Q,100.907,98.672,99.57757142857142,0.9052684421656115,7
1072,하남 생활문화센터 조성 전기공사,공사,경기도 하남시,52540000,52036000,99.041,5,7,2,3Q,99.708,99.708,99.708,,1
1074,오니처리계열 전동밸브 외 2개소 전기공사,공사,주식회사 서남환경,76912000,76116000,98.965,4,7,3,3Q,100.522,99.187,99.81266666666666,0.6714211296446805,3
1075,구덕포 자연재해위험개선지구 정비사업 전기공사,공사,부산광역시 해운대구,110956000,110283000,99.393,4,7,3,3Q,100.707,100.115,100.411,0.41860721446243526,2
1076,2020년 교통사고 잦은 곳 개선 전기공사,공사,부산광역시 해운대구,105184000,105484000,100.285,4,7,3,3Q,100.707,100.115,100.411,0.41860721446243526,2
1077,선주고등학교 외2교 조도개선 전기공사 입찰 공고,공사,경상북도교육청 경상북도구미교육지원청,97486000,97348000,99.858,5,7,2,3Q,100.445,98.95,99.777125,0.52562247111673,8
1078,군위고등학교 생활관 냉난방시설 개선 전기공사 수의견적 제출 안내,공사,경상북도교육청 경상북도구미교육지원청,35299000,35438000,100.394,5,7,2,3Q,100.445,98.95,99.777125,0.52562247111673,8
1079,강화군 근린생활형 국민체육센터 신축공사(전기),공사,인천광역시 강화군,105418000,104673000,99.293,4,7,3,3Q,100.034,98.949,99.603,0.575849806807298,3
1081,"고흥로컬커피 교육, 제조, 가공시설 전기공사(입찰대행)",공사,전라남도 고흥군,40150000,40279000,100.321,5,7,2,3Q,100.978,98.528,99.90957142857143,0.7775853344687945,7
1082,"2020년 태백산국립공원사무소 신축공사 감리용역(전기,소방)",용역,국립공원공단 태백산국립공원사무소,27200000,27267000,100.246,4,7,2,3Q,99.865,99.865,99.865,,1
1084,천전동행정복지센터 외 5개소 석면철거 및 천장재 설치공사(전기),공사,경상남도 진주시,26990000,27133000,100.53,4,7,0,3Q,100.733,97.918,99.70477777777776,0.8973000860606449,9
1086,동문재래시장 전기시설 정비공사,공사,제주특별자치도 제주시,54049000,54091000,100.078,2,7,2,3Q,100.606,99.029,100.01239999999999,0.596022594650014,10
1087,신봉초 전기용량증설 전기공사,공사,경기도교육청 경기도포천교육지원청,32796000,33229000,101.32,3,7,1,3Q,100.79,99.493,100.0,0.5085174529944897,7
1089,서울불광초등학교 수영장 및 냉난방 개선 전기공사,공사,서울특별시교육청 서울특별시서부교육지원청,246237000,245750000,99.802,8,7,3,3Q,0.0,0.0,0.0,0.0,0
1090,(가칭)고덕2유치원 신축 전기공사 감리용역,용역,경기도교육청 경기도평택교육지원청,68752000,69169000,100.607,8,7,3,3Q,100.902,99.931,100.36566666666666,0.4934190240893995,3
1091,광석면 청사 리모델링 공사(전기),공사,충청남도 논산시,179516000,180634000,100.623,3,7,1,3Q,100.816,99.137,99.8905,0.5984851710777797,10
1092,인천연수경찰서 별관동 증축공사(전기),공사,경찰청 인천광역시지방경찰청,80124000,80496000,100.464,7,7,4,3Q,0.0,0.0,0.0,0.0,0
1094,송현여자고등학교 강당동 개축 전기 공사,공사,대구광역시교육청 송현여자고등학교,409970000,408794000,99.713,4,7,0,3Q,0.0,0.0,0.0,0.0,0
1095,2020년 버스정보안내단말기(BIT) 제작 설치 전기공사,공사,충청남도 천안시,56934000,56615000,99.44,3,7,1,3Q,0.0,0.0,0.0,0.0,0
1096,대경중 전기용량증설 전기공사,공사,경기도교육청 경기도포천교육지원청,29942000,30116000,100.581,3,7,1,3Q,100.79,99.493,99.90316666666666,0.4811899486342894,6
1097,제주 삼성혈 전시관 증축사업(전기공사) (민간입찰대행 - (재)고·양·부 삼성사 재단),공사,제주특별자치도,47495000,46717000,98.362,3,7,1,3Q,101.411,98.512,100.0327037037037,0.6605464413193066,27
1098,공원 전기설비 및 공원등 관리사업(2차 단가계약),공사,경기도 군포시,33440000,33243000,99.411,2,7,2,3Q,100.931,98.188,99.6685,0.8878109596079548,6
1099,성남신흥초 특별교실 및 화장실 증축 전기(소방전기)공사 설계용역,용역,경기도교육청 경기도성남교육지원청,10153000,10111000,99.586,3,7,1,3Q,101.644,98.716,100.24045454545454,0.8408461647217493,11
1100,교통사고 잦은 곳 개선사업(전기),공사,경기도 구리시,46052000,46225000,100.376,3,7,1,3Q,101.527,99.236,100.10916666666667,0.8406005987784371,6
1101,인문학관 시스템 냉난방기 설치 전기공사,공사,서울특별시,137852000,139183000,100.966,2,7,2,3Q,101.432,98.257,100.013775,0.7628236845549221,40
1102,송우초 전기용량증설 전기공사,공사,경기도교육청 경기도포천교육지원청,23742000,23743000,100.004,3,7,1,3Q,100.79,99.493,99.883,0.535144373043391,5
1104,스포츠산업 전시체험관 조성공사(전기)/변경공고,공사,서울올림픽기념국민체육진흥공단,161900000,162923000,100.632,2,7,2,3Q,0.0,0.0,0.0,0.0,0
1105,사포초 환경개선 전기공사,공사,경상남도교육청 경상남도밀양교육지원청,85129000,85559000,100.505,3,7,1,3Q,100.225,99.885,100.055,0.2404163056034185,2
1106,대구동부교육지원청 청사증축 및 기타공사 전기공사 입찰공고,공사,대구광역시교육청 대구광역시동부교육지원청,118800000,120190000,101.17,4,7,0,3Q,101.115,98.715,99.95793333333333,0.6803818745661113,15
1108,인일여고 LED 조명교체 전기공사,공사,인천광역시교육청 인천광역시남부교육지원청,192657000,193628000,100.504,7,7,4,3Q,100.02,99.398,99.709,0.4398204178980325,2
1109,국제고 LED 조명교체 전기공사,공사,인천광역시교육청 인천광역시남부교육지원청,374130000,378347000,101.127,7,7,4,3Q,100.02,99.398,99.709,0.4398204178980325,2
1110,한밭대학교 학생식당 조리실 환경개선공사(전기) 소액수의 견적 입찰,공사,한밭대학교,74745000,74371000,99.5,7,7,4,3Q,100.261,100.261,100.261,,1
1111,2020년도 전기차 공용충전인프라 구축사업 전기공사,공사,대구환경공단,419640000,420138000,100.119,7,7,4,3Q,0.0,0.0,0.0,0.0,0
1112,흥도하수관로 정비사업 전기공사,공사,경기도 고양시,109868000,111114000,101.134,2,7,2,3Q,101.378,98.259,99.86692857142857,0.8021833153516521,14
1113,"계양구 청소년문화의 집 신축공사 설계용역(전기,소방,통신)",용역,인천광역시 계양구,108183900,107765000,99.613,7,7,4,3Q,100.952,99.033,100.053,0.8131080289030875,4
1114,해동문화예술촌 해동쉼터 건립공사(전기),공사,전라남도 담양군,50215000,49801000,99.176,2,7,2,3Q,101.012,99.498,100.35612499999999,0.4695035181672512,8
1115,운정 실내배드민턴장 증축 전기공사,공사,경기도 파주시,102731000,102562000,99.835,2,7,2,3Q,100.379,98.101,99.6185,0.7988350893645089,6
1116,안골포초등학교 교육환경개선 전기공사,공사,경상남도교육청 경상남도창원교육지원청,96096000,95410000,99.286,7,7,4,3Q,101.536,98.794,100.0510625,0.7736795606063286,16
1117,약제팀 공간재배치 공사(전기),공사,국민건강보험공단 일산병원,109000000,109719000,100.66,7,7,3,3Q,0.0,0.0,0.0,0.0,0
1118,한경대학교 실험실습실 안전환경 기반조성사업 전기공사,공사,한경대학교,21993000,21990000,99.986,6,7,4,3Q,100.906,99.93,100.399,0.41251262606939276,4
1119,[긴급]서울양진초 병설유치원 천장교체 전기공사,공사,서울특별시교육청 서울특별시성동광진교육지원청,53970000,53878000,99.83,2,7,1,3Q,100.241,100.16,100.2005,0.05727564927611252,2
1120,창원고등학교 화장실보수 및 조도개선 전기공사,공사,경상남도교육청 창원고등학교,71709000,71948000,100.333,3,7,0,3Q,0.0,0.0,0.0,0.0,0
1121,남원 실내수영장 건립사업 전기공사,공사,전라북도 남원시,526955000,528271000,100.25,6,7,4,3Q,101.145,99.202,100.05171428571428,0.5576518666655776,14
1123,정읍동초 유치원외 1교(정읍남초) 조명시설 개선 및 기타 전기공사,공사,전라북도교육청 전라북도정읍교육지원청,33386000,33327000,99.823,2,7,2,3Q,100.535,98.214,99.56441666666667,0.8380087283482661,12
1125,덕촌초등학교 외 1교 특별교실 증축 및 기타 전기부문 설계용역 수의견적 제출 공고,용역,경상북도교육청 경상북도구미교육지원청,9178000,9180000,100.022,3,7,1,3Q,100.445,98.95,99.74214285714285,0.5575874904656754,7
1127,본선환기구 양방향 전기집진기 부대공사 실시설계용역,용역,대구도시철도공사,45630000,46049000,100.918,3,7,1,3Q,100.931,98.205,99.743,0.9552459369188638,6
1128,동강초 가공전선 정비 전기공사,공사,전라남도교육청 전라남도나주교육지원청,36872000,37026000,100.418,3,7,1,3Q,0.0,0.0,0.0,0.0,0
1129,이리부송초 교사수선 및 기타 전기공사,공사,전라북도교육청 전라북도익산교육지원청,81805000,82644000,101.026,2,7,2,3Q,101.24,98.956,99.90075,0.8668527227027308,8
1130,일산중 교육환경개선 전기공사,공사,울산광역시교육청 울산광역시강북교육지원청,65791000,64544000,98.105,3,7,1,3Q,100.885,98.589,99.9634117647059,0.7635186686342003,17
